Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
537559,536842,-717,-0.13338071
9011101,9011338,237,0.00263009
1428392,1427261,-1131,-0.07917995
7359,5367,-1992,-27.06889523
286098,283519,-2579,-0.90143937
3655,1038,-2617,-71.6005472
44813,41099,-3714,-8.28777364
461069,458545,-2524,-0.54742349
11242487,11228167,-14320,-0.12737395
11780046,11765009,-15037,-0.12764806
