Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
178561,178234.0,-327.0,-0.18313069
1712673,1712545.0,-128.0,-0.0074737
113237,112652.0,-585.0,-0.51661559
46199,45800.0,-399.0,-0.86365506
10127,9455.0,-672.0,-6.63572628
1048,287.0,-761.0,-72.61450382
61265,60456.0,-809.0,-1.32049294
1944549,1941195.0,-3354.0,-0.17248215
2123110,2119429.0,-3681.0,-0.17337773
