Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
389514,389464.0,-50.0,-0.01283651
2155363,2155461.0,98.0,0.0045468
154704,154119.0,-585.0,-0.37814148
12516,12000.0,-516.0,-4.12272291
84668,84322.0,-346.0,-0.40865498
2217,1113.0,-1104.0,-49.797023
11194,9684.0,-1510.0,-13.4893693
127393,126648.0,-745.0,-0.5848045
2548055,2543347.0,-4708.0,-0.18476838
2937569,2932811.0,-4758.0,-0.16197066
