Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
1245785,1245762.0,-23.0,-0.00184623
3270308,3270271.0,-37.0,-0.00113139
233506,233056.0,-450.0,-0.19271453
137918,137441.0,-477.0,-0.34585768
181956,180930.0,-1026.0,-0.56387258
8991,6759.0,-2232.0,-24.82482482
142215,141338.0,-877.0,-0.61667194
3974894,3969795.0,-5099.0,-0.12828015
5220679,5215557.0,-5122.0,-0.09810984
