Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
2255770,2255594.0,-176.0,-0.00780221
3878932,3878814.0,-118.0,-0.00304207
318894,318531.0,-363.0,-0.11383093
246825,245934.0,-891.0,-0.3609845
242881,242226.0,-655.0,-0.26967939
13016,11127.0,-1889.0,-14.51290719
28464,27056.0,-1408.0,-4.94659921
283393,282773.0,-620.0,-0.21877746
5012405,5006461.0,-5944.0,-0.11858579
7268175,7262055.0,-6120.0,-0.08420271
