Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
146458,145878,-580,-0.39601797
2084594,2084697,103,0.00494101
1058039,1057959,-80,-0.00756116
45816,44958,-858,-1.87270822
14888,13488,-1400,-9.40354648
1883,645,-1238,-65.74614976
70005,68967,-1038,-1.48275123
3275225,3270714,-4511,-0.137731
3421683,3416592,-5091,-0.14878643
