Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
321022,320650,-372,-0.11587991
2598789,2598926,137,0.00527169
1424797,1424405,-392,-0.02751269
18875,17525,-1350,-7.15231788
78990,78066,-924,-1.16976833
2574,1193,-1381,-53.65190365
21268,18485,-2783,-13.0853865
154710,153949,-761,-0.49188805
4300003,4292549,-7454,-0.17334872
4621025,4613199,-7826,-0.16935637
