Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
299093,298831.0,-262.0,-0.08759817
2397311,2397398.0,87.0,0.00362907
1335911,1335782.0,-129.0,-0.00965633
234913,234394.0,-519.0,-0.22093286
6127,4598.0,-1529.0,-24.9551167
1560,650.0,-910.0,-58.33333333
115610,114725.0,-885.0,-0.76550471
4091432,4087547.0,-3885.0,-0.09495453
4390525,4386378.0,-4147.0,-0.0944534
