Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
368900,368407,-493,-0.13364055
3243703,3243892,189,0.00582667
1307687,1307735,48,0.0036706
9365,8706,-659,-7.0368393
88246,87525,-721,-0.8170342
3034,1757,-1277,-42.08965063
22698,20810,-1888,-8.31791347
169141,168229,-912,-0.53919511
4843874,4838654,-5220,-0.10776498
5212774,5207061,-5713,-0.10959616
