Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
152046,151281,-765,-0.50313721
2652339,2652572,233,0.0087847
997785,997667,-118,-0.0118262
49274,48495,-779,-1.58095547
7846,7074,-772,-9.83940862
1499,604,-895,-59.70647098
78676,77441,-1235,-1.56972902
3787419,3783853,-3566,-0.09415383
3939465,3935134,-4331,-0.10993879
