Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
157471,156840.0,-631.0,-0.4007087
3821567,3821463.0,-104.0,-0.0027214
497209,496061.0,-1148.0,-0.23088882
65914,64740.0,-1174.0,-1.78110872
9030,7736.0,-1294.0,-14.33001107
3779,2196.0,-1583.0,-41.88938873
108902,106791.0,-2111.0,-1.93844007
4506401,4498987.0,-7414.0,-0.16452153
4663872,4655827.0,-8045.0,-0.17249616
