Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
35153,35078,-75,-0.21335306
1011030,1011033,3,0.00029673
12526,12211,-315,-2.51476928
20325,20213,-112,-0.55104551
934,617,-317,-33.94004283
239,82,-157,-65.69037657
19541,19190,-351,-1.79622333
1064595,1063346,-1249,-0.11732161
1099748,1098424,-1324,-0.12039122
