Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
106126,105765,-361,-0.34016169
1636190,1636323,133,0.00812864
1088106,1087990,-116,-0.01066073
10332,9799,-533,-5.15873016
28472,27626,-846,-2.97134026
1175,613,-562,-47.82978723
9507,7079,-2428,-25.53907647
71530,71031,-499,-0.69760939
2845312,2840461,-4851,-0.17049097
2951438,2946226,-5212,-0.17659189
