Source_ACS_BG,Target_Precinct,Difference,Pct_Difference
1158299,1157271.0,-1028.0,-0.08875083
5394071,5394197.0,126.0,0.0023359
3350394,3350376.0,-18.0,-0.00053725
10235,7934.0,-2301.0,-22.48168051
468448,466818.0,-1630.0,-0.34795751
5526,2916.0,-2610.0,-47.23127036
57026,54675.0,-2351.0,-4.12268088
378591,377117.0,-1474.0,-0.38933836
9664291,9654033.0,-10258.0,-0.10614333
10822590,10811304.0,-11286.0,-0.10428188
